,IDENTIFIER,TOTAL,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
,1kmN2505E4878,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2505E4881,15,0,0,3,0,0,1,2,0,1,1,0,0,3,1,0,1,0,0,2,0
,1kmN2505E4882,5,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2505E4908,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2505E4910,6,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1kmN2505E4921,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
,1kmN2505E4926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2505E4933,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2505E4935,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2505E4978,7,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0
,1kmN2505E4979,25,0,0,4,1,0,6,4,2,4,0,0,0,0,0,0,0,0,1,3,0
,1kmN2505E4980,14,0,0,3,0,2,1,4,1,1,0,0,0,1,0,0,0,0,0,1,0
,1kmN2505E4993,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2505E5005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2505E5009,20,1,0,2,0,0,3,4,0,1,0,0,0,3,0,0,1,1,0,4,0
,1kmN2505E5010,193,0,0,10,3,0,15,40,6,6,6,2,1,22,3,2,6,5,25,41,0
,1kmN2505E5011,91,0,1,8,0,0,6,24,1,8,2,1,0,9,4,1,1,6,4,15,0
,1kmN2505E5012,10,0,0,1,0,0,3,0,0,0,1,0,0,1,0,0,1,3,0,0,0
,1kmN2505E5021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2505E5026,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
,1kmN2505E5039,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E4682,5,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
,1kmN2506E4741,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E4748,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E4749,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E4750,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E4752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2506E4753,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2506E4754,5,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2506E4755,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2506E4756,7,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0
,1kmN2506E4766,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E4768,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E4771,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2506E4781,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2506E4782,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E4787,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2506E4803,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E4817,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E4818,48,0,0,5,9,0,3,7,0,4,1,0,0,5,0,0,0,3,2,9,0
,1kmN2506E4819,45,0,1,7,0,0,5,3,0,2,0,0,0,2,1,1,3,3,0,17,0
,1kmN2506E4820,12,0,0,5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,0
,1kmN2506E4821,7,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,1,0
,1kmN2506E4822,11,1,0,0,0,0,0,5,0,1,0,0,0,2,0,0,0,0,1,1,0
,1kmN2506E4823,7,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0
,1kmN2506E4824,13,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,0,4,3,0
,1kmN2506E4825,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E4848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,1kmN2506E4849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2506E4858,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E4859,10,0,0,1,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,2,0
,1kmN2506E4861,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2506E4875,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E4882,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E4883,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
,1kmN2506E4884,6,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
,1kmN2506E4916,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E4921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2506E4927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2506E4935,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E4939,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E4980,5,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E4986,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E5005,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
,1kmN2506E5008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2506E5010,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
,1kmN2506E5011,24,0,0,2,1,0,3,5,0,2,3,0,0,3,0,0,1,0,2,2,0
,1kmN2506E5012,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2506E5022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
,1kmN2507E4681,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2507E4682,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4747,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4752,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4753,4,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
,1kmN2507E4754,5,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4756,6,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4771,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4784,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4794,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2507E4804,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4813,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
,1kmN2507E4816,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4817,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2507E4818,10,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,2,1,1,0
,1kmN2507E4819,373,2,1,21,6,3,13,73,6,29,12,3,7,50,4,9,13,20,31,70,0
,1kmN2507E4820,35,0,0,5,0,0,5,11,0,0,0,0,0,5,4,0,0,1,1,3,0
,1kmN2507E4821,5,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
,1kmN2507E4823,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4824,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4826,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2507E4851,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4855,6,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0
,1kmN2507E4858,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4861,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4869,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2507E4882,6,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0
,1kmN2507E4883,72,1,0,5,1,1,5,12,0,8,2,0,0,6,2,1,4,6,4,14,0
,1kmN2507E4884,7,0,0,1,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
,1kmN2507E4920,5,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,1kmN2507E4923,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2507E4925,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2507E4933,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4935,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2507E4976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2507E4977,6,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2507E4980,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4982,6,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
,1kmN2507E4983,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
,1kmN2507E4993,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E4994,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E5004,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0
,1kmN2507E5005,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,1kmN2507E5010,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E5011,7,0,0,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
,1kmN2507E5013,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2507E5014,7,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,2,0
,1kmN2507E5015,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2507E5022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2508E4747,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2508E4752,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2508E4753,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2508E4775,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,1kmN2508E4778,7,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0
,1kmN2508E4779,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,1kmN2508E4780,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2508E4794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2508E4805,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2508E4808,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
,1kmN2508E4810,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2508E4811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2508E4814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2508E4815,5,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
,1kmN2508E4816,10,0,0,3,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,1,0
,1kmN2508E4817,16,0,0,0,0,0,2,3,0,1,2,0,0,4,0,0,0,0,1,3,0
,1kmN2508E4818,39,0,0,5,0,0,1,7,1,5,1,1,0,5,1,0,2,3,3,4,0
,1kmN2508E4819,26,1,1,5,0,0,1,6,3,3,0,0,0,4,1,0,0,0,1,0,0
,1kmN2508E4822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2508E4824,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2508E4825,11,0,0,2,0,1,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0
,1kmN2508E4849,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2508E4850,7,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0
,1kmN2508E4851,17,0,0,9,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,3,0
,1kmN2508E4852,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2508E4854,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2508E4855,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2508E4859,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,1kmN2508E4864,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2508E4871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2508E4882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2508E4883,10,0,0,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,3,0
,1kmN2508E4884,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,1kmN2508E4930,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2508E4943,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2508E4945,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2508E4948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,1kmN2508E4956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2508E4966,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2508E4972,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2508E4976,12,1,0,4,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,2,0
,1kmN2508E4980,8,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0
,1kmN2508E4983,5,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2508E4985,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2508E4986,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2508E4991,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2508E5014,11,2,0,3,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
,1kmN2508E5033,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2509E4683,25,0,0,2,0,2,3,1,0,0,1,0,0,1,0,1,3,1,3,7,0
,1kmN2509E4735,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2509E4738,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2509E4748,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2509E4749,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2509E4752,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2509E4753,10,0,0,2,0,0,0,3,0,1,1,0,0,0,0,0,2,0,0,1,0
,1kmN2509E4756,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2509E4774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2509E4780,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
,1kmN2509E4808,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2509E4813,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2509E4814,10,0,0,1,0,0,0,3,0,1,0,0,1,1,0,0,1,0,0,2,0
,1kmN2509E4815,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2509E4816,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2509E4817,8,0,0,0,0,0,3,2,0,0,1,0,0,1,0,0,0,0,0,1,0
,1kmN2509E4818,10,0,0,2,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,2,0
,1kmN2509E4819,21,0,0,1,0,0,4,9,0,1,0,0,0,0,1,0,1,2,2,0,0
,1kmN2509E4822,5,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0
,1kmN2509E4846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2509E4848,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
,1kmN2509E4849,7,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0
,1kmN2509E4850,172,2,0,21,1,2,8,31,3,6,9,2,0,20,1,4,6,11,7,38,0
,1kmN2509E4851,41,0,0,6,0,0,4,8,2,2,2,0,1,11,0,1,2,0,1,1,0
,1kmN2509E4852,15,0,0,3,0,2,0,6,0,2,1,0,0,0,0,0,0,0,0,1,0
,1kmN2509E4853,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,0
,1kmN2509E4861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,1kmN2509E4866,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
,1kmN2509E4871,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2509E4883,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2509E4884,13,1,0,7,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0
,1kmN2509E4919,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2509E4930,5,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
,1kmN2509E4940,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2509E4941,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2509E4966,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2509E4972,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2509E4974,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2509E4979,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2509E4988,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2509E4989,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2509E4990,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2509E5008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2509E5012,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
,1kmN2509E5013,16,2,0,3,0,0,2,2,0,1,0,0,0,2,1,0,1,0,1,1,0
,1kmN2510E4680,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2510E4738,6,0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
,1kmN2510E4748,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,1kmN2510E4749,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2510E4751,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2510E4752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2510E4754,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2510E4756,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
,1kmN2510E4773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2510E4774,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2510E4789,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2510E4808,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2510E4811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2510E4819,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2510E4820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2510E4842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2510E4846,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
,1kmN2510E4847,10,0,0,2,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,2,0
,1kmN2510E4848,4,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
,1kmN2510E4849,25,1,0,4,1,0,2,2,4,0,3,0,1,1,0,0,0,0,3,3,0
,1kmN2510E4850,29,1,0,2,0,0,0,6,1,2,0,0,0,7,0,0,0,1,3,6,0
,1kmN2510E4851,16,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,9,2,0
,1kmN2510E4852,7,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2510E4853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2510E4854,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,1kmN2510E4861,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2510E4866,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2510E4884,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2510E4915,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2510E4916,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2510E4924,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2510E4925,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
,1kmN2510E4932,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2510E4936,6,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0
,1kmN2510E4937,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2510E4938,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
,1kmN2510E4942,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,1kmN2510E4968,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2510E4969,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,1kmN2510E4976,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2510E4979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2510E4988,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
,1kmN2510E4989,13,2,0,2,0,1,0,1,0,1,0,0,0,0,2,1,1,1,0,1,0
,1kmN2510E4990,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2510E5009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2510E5012,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2510E5013,25,0,0,5,0,3,3,3,2,0,0,0,0,0,1,1,1,1,2,3,0
,1kmN2510E5024,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1kmN2510E5025,5,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
