IDENTIFIER,ESTABLISHMENTS - TOTAL,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,NUMBER OF PERMANENT BEDS,TOTAL ARRIVALS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_AUSTRIAN TOURISTS,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,TOTAL NIGHTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_AUSTRIAN TOURISTS,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS
1kmN2430E4730,1,1,3,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2430E4734,3,5,14,420,39,381,11,51,20,5,717,66,651,19,114,30,5
1kmN2430E4737,4,4,14,265,22,243,6,22,41,5,489,34,455,6,52,86,5
1kmN2430E4751,2,8,15,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2430E4752,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2430E4754,2,12,25,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2430E4755,2,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2430E4756,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2430E4758,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2430E4769,4,10,28,1400,17,1383,68,193,153,3,2332,20,2312,132,390,279,3
1kmN2431E4621,362,1382,3893,49299,3018,46281,3484,10467,4513,12319,317014,17306,299708,20448,86777,23669,76872
1kmN2431E4629,7,15,40,317,4,313,29,219,5,2,3015,28,2987,197,2266,19,14
1kmN2431E4630,3,7,21,178,0,178,19,114,2,1,1811,0,1811,133,1298,14,7
1kmN2431E4632,15,38,90,753,10,743,51,400,58,12,6476,83,6393,379,4028,419,36
1kmN2431E4633,9,16,38,286,4,282,14,173,28,0,2387,42,2345,91,1726,85,0
1kmN2431E4636,3,5,10,101,36,65,0,22,11,4,785,310,475,0,170,83,10
1kmN2431E4664,4,5,14,121,0,121,28,16,39,3,746,0,746,168,100,236,12
1kmN2431E4665,47,184,502,5611,126,5485,1417,1482,1119,349,36488,519,35969,9127,10994,7491,2360
1kmN2431E4715,2,4,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2431E4733,2,4,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2431E4734,3,8,14,153,33,120,3,13,30,0,273,52,221,18,28,60,0
1kmN2431E4735,5,6,21,110,25,85,2,19,16,1,168,31,137,2,34,33,1
1kmN2431E4736,7,10,27,674,61,613,15,50,82,23,1008,95,913,18,83,132,27
1kmN2431E4743,3,14,33,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2431E4749,3,3,10,397,2,395,2,28,44,3,652,2,650,4,44,59,30
1kmN2431E4763,2,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2431E4768,3,11,24,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2432E4626,5,8,22,196,4,192,10,92,8,2,1736,9,1727,70,838,40,4
1kmN2432E4631,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2432E4632,5,10,31,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2432E4633,2,2,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2432E4637,30,78,193,1655,88,1567,191,711,85,35,13394,616,12778,1504,6499,503,188
1kmN2432E4663,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2432E4732,2,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2432E4734,3,4,13,279,42,237,8,7,39,7,616,90,526,12,25,93,12
1kmN2432E4735,5,116,262,18399,712,17687,138,638,517,58,19358,924,18434,141,785,588,69
1kmN2432E4736,5,56,107,16651,492,16159,107,221,506,55,17699,678,17021,151,347,761,55
1kmN2432E4754,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2432E4768,6,17,45,2656,51,2605,53,257,272,18,3911,56,3855,92,413,420,21
1kmN2433E4620,21,32,109,993,18,975,60,488,93,40,8162,84,8078,410,4749,723,216
1kmN2433E4621,24,45,117,952,13,939,76,438,43,65,8419,123,8296,572,4708,316,456
1kmN2433E4631,2,2,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2433E4636,8,22,52,473,12,461,30,343,10,0,4681,54,4627,213,3800,59,0
1kmN2433E4637,15,31,84,634,1,633,36,342,66,6,5999,14,5985,284,3775,425,10
1kmN2433E4640,1,2,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2433E4670,3,3,8,108,13,95,6,8,42,12,596,68,528,18,88,172,59
1kmN2433E4671,3,7,16,177,8,169,22,13,81,5,1090,32,1058,169,127,464,17
1kmN2433E4736,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2433E4767,26,93,201,8145,88,8057,346,896,862,36,13033,130,12903,643,1589,1428,46
1kmN2433E4768,6,14,42,2481,67,2414,70,251,264,41,3917,98,3819,143,466,406,57
1kmN2434E4619,2,5,16,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2434E4620,37,73,207,1716,21,1695,164,797,73,80,15201,110,15091,1048,8140,587,689
1kmN2434E4621,143,466,1399,15606,1534,14072,538,2290,622,5680,91374,6377,84997,3314,21338,2522,37223
1kmN2434E4632,3,4,10,94,3,91,4,47,9,3,747,21,726,24,496,40,6
1kmN2434E4637,6,9,22,198,0,198,27,128,2,6,2215,0,2215,181,1637,16,84
1kmN2434E4638,36,84,192,1318,29,1289,104,763,43,22,11391,190,11201,624,7531,347,102
1kmN2434E4639,2,4,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2434E4712,2,2,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2434E4734,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2434E4765,2,3,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2434E4766,73,632,1410,136728,5280,131448,3795,7460,7064,972,175400,7660,167740,6088,12722,10003,1091
1kmN2435E4620,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2435E4621,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2435E4625,162,298,876,7949,371,7578,656,2749,522,1198,63852,2185,61667,4574,26883,3785,7787
1kmN2435E4632,1,1,3,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2435E4633,43,99,239,2061,21,2040,120,1327,126,25,19454,103,19351,844,13960,834,67
1kmN2435E4634,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2435E4635,3,9,18,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2435E4636,7,14,30,260,15,245,23,183,10,0,2767,81,2686,161,2165,83,0
1kmN2435E4638,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2435E4639,3,8,23,64,0,64,0,17,6,37,731,0,731,0,183,82,410
1kmN2435E4772,5,18,76,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2436E4618,1,1,3,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2436E4629,1,3,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2436E4631,5,12,31,177,0,177,18,75,0,0,1638,0,1638,116,838,0,0
1kmN2436E4632,1,2,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2436E4635,2,4,7,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2436E4636,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2436E4638,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2436E4709,8,12,40,327,3,324,20,64,34,12,1983,4,1979,131,549,216,91
1kmN2436E4716,1,2,5,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2436E4772,2,2,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2436E4773,2,42,126,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2437E4618,2,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2437E4637,2,2,5,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2437E4638,95,523,1530,13383,3357,10026,569,1764,976,2455,84325,18966,65359,2964,16161,5711,14782
1kmN2437E4640,3,9,23,271,0,271,45,157,38,6,2376,0,2376,325,1590,143,40
1kmN2437E4644,17,207,584,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2437E4646,10,14,40,477,33,444,58,145,57,13,3391,188,3203,309,1238,486,90
1kmN2437E4669,322,2379,6588,82552,4181,78371,7904,22031,15962,17060,600463,23356,577107,55746,208395,96920,127970
1kmN2437E4709,133,442,1305,17748,651,17097,953,5085,1110,635,77258,1553,75705,3963,27280,4174,2915
1kmN2437E4710,4,8,24,298,0,298,12,131,20,5,2487,0,2487,104,1474,124,30
1kmN2437E4722,2,13,28,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2437E4763,21,90,188,9906,400,9506,228,531,351,52,15523,627,14896,405,1075,627,86
1kmN2437E4764,7,42,87,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2437E4771,1,2,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2438E4616,5,14,30,272,6,266,17,38,46,119,1711,46,1665,112,254,281,777
1kmN2438E4617,34,70,204,1579,30,1549,178,900,74,44,14108,168,13940,1357,9307,520,238
1kmN2438E4618,2,3,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2438E4620,2,3,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2438E4629,1,9,22,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2438E4631,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2438E4632,4,10,20,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2438E4640,63,143,321,2989,3,2986,315,1925,109,32,28147,10,28137,2316,19792,743,212
1kmN2438E4641,3,11,30,247,14,233,4,73,40,0,1800,96,1704,28,696,228,0
1kmN2438E4642,3,6,26,242,0,242,32,66,53,4,1940,0,1940,218,711,430,24
1kmN2438E4646,7,19,44,418,4,414,68,222,17,0,3901,8,3893,527,2251,111,0
1kmN2438E4667,2,2,5,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2438E4668,1,1,3,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2438E4669,6,10,23,256,19,237,23,24,117,5,1369,92,1277,94,156,659,15
1kmN2438E4691,27,98,236,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2438E4714,2,3,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2438E4764,16,48,108,9062,115,8947,252,682,466,23,13201,165,13036,423,1265,707,28
1kmN2438E4773,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2439E4617,22,51,154,1534,63,1471,143,495,175,106,11277,326,10951,911,4851,1033,451
1kmN2439E4618,2,4,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2439E4623,2,2,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2439E4626,2,7,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2439E4627,2,6,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2439E4631,12,28,59,678,29,649,62,304,49,5,5347,77,5270,394,3258,201,34
1kmN2439E4633,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2439E4640,10,22,52,585,0,585,56,328,123,0,5168,0,5168,381,3392,747,0
1kmN2439E4645,18,38,98,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2439E4646,3,6,16,128,0,128,0,73,6,0,1105,0,1105,0,653,60,0
1kmN2439E4648,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2439E4649,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2439E4667,8,8,16,102,1,101,8,15,7,43,1058,10,1048,50,161,34,495
1kmN2439E4671,12,15,40,448,25,423,46,132,87,16,3118,147,2971,355,1193,475,116
1kmN2439E4690,2,338,1011,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2439E4691,35,80,207,2492,27,2465,326,432,386,98,17082,168,16914,2079,3330,2518,754
1kmN2439E4695,156,401,1033,14462,415,14047,2669,2610,1096,835,91968,2099,89869,15299,20668,5634,4487
1kmN2439E4710,4,15,48,710,10,700,18,155,45,18,3844,18,3826,72,1220,275,73
1kmN2439E4725,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2439E4760,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2439E4763,15,29,73,3936,35,3901,84,377,370,23,6228,52,6176,137,754,544,26
1kmN2439E4764,7,23,52,3358,23,3335,74,286,267,26,4927,39,4888,130,534,391,34
1kmN2439E4765,4,14,32,1630,18,1612,31,149,148,10,2607,22,2585,65,269,220,13
1kmN2439E4772,2,3,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2439E4773,1,2,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2440E4621,2,4,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2440E4623,27,74,189,1967,59,1908,336,1154,43,18,17413,180,17233,2393,11599,336,31
1kmN2440E4627,7,29,58,259,14,245,51,63,3,5,1765,59,1706,230,528,15,15
1kmN2440E4629,2,7,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2440E4630,10,21,48,414,17,397,12,228,20,10,3998,89,3909,58,2554,150,87
1kmN2440E4633,11,34,78,768,43,725,143,429,20,0,6585,271,6314,908,4292,119,0
1kmN2440E4634,8,30,67,656,45,611,74,174,92,19,3389,85,3304,482,1223,481,41
1kmN2440E4635,2,3,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2440E4636,15,37,80,750,2,748,64,460,38,12,6605,6,6599,486,4432,182,45
1kmN2440E4649,30,47,117,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2440E4694,22,49,142,2040,90,1950,94,373,382,109,10544,316,10228,426,2948,1714,542
1kmN2440E4695,176,442,1232,16740,576,16164,2094,3530,1953,963,109296,3145,106151,12205,28790,11858,5137
1kmN2440E4696,423,2564,6977,127785,6960,120825,22959,26254,12175,16781,722336,25390,696946,118408,185655,65634,78690
1kmN2440E4697,38,83,216,2354,57,2297,549,516,315,105,16229,319,15910,3640,4299,2203,666
1kmN2440E4710,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2440E4714,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2440E4762,4,7,21,1290,26,1264,34,129,119,5,2061,35,2026,71,292,197,7
1kmN2440E4763,8,23,56,1937,16,1921,27,197,272,7,3514,25,3489,43,375,545,11
1kmN2440E4764,10,22,54,1942,23,1919,29,202,140,4,4028,47,3981,51,493,253,4
1kmN2440E4765,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2440E4769,2,6,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2441E4626,4,11,21,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2441E4627,6,17,34,311,6,305,53,198,0,0,2910,42,2868,362,2039,0,0
1kmN2441E4629,4,12,24,167,7,160,15,123,0,0,1642,49,1593,105,1265,0,0
1kmN2441E4634,19,46,104,960,50,910,109,524,29,8,7580,132,7448,605,4894,127,50
1kmN2441E4635,4,5,20,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2441E4636,15,41,85,645,39,606,71,371,9,0,5970,51,5919,560,3753,57,0
1kmN2441E4649,53,102,260,2951,44,2907,336,1333,202,81,23843,271,23572,2270,13276,1168,393
1kmN2441E4693,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2441E4694,45,107,309,3915,312,3603,205,330,668,250,19137,1083,18054,934,2278,3204,853
1kmN2441E4695,27,67,164,2065,115,1950,145,272,434,121,11329,406,10923,649,2073,2136,490
1kmN2441E4709,2,6,18,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2441E4713,1,5,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2441E4765,8,23,60,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2441E4766,6,22,46,1022,27,995,32,87,58,14,1893,44,1849,72,196,135,22
1kmN2441E4769,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2442E4625,12,40,79,802,4,798,136,573,0,1,7918,12,7906,1081,6129,0,3
1kmN2442E4626,6,18,39,288,1,287,3,214,0,0,3155,7,3148,49,2325,0,0
1kmN2442E4627,18,51,116,1114,11,1103,119,684,16,37,10872,178,10694,952,7418,91,207
1kmN2442E4628,26,81,172,1323,0,1323,135,826,39,25,12674,0,12674,1119,8328,267,140
1kmN2442E4631,4,11,24,191,0,191,14,127,0,0,2048,0,2048,86,1477,0,0
1kmN2442E4632,1,2,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2442E4633,8,15,44,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2442E4637,8,15,36,388,6,382,57,288,8,1,3735,37,3698,496,2883,56,7
1kmN2442E4638,20,46,103,864,1,863,70,596,14,6,8314,7,8307,544,6118,98,39
1kmN2442E4641,14,27,79,692,37,655,107,296,16,2,5293,143,5150,719,2797,96,2
1kmN2442E4642,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2442E4644,7,17,39,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2442E4648,8,29,81,940,8,932,212,487,10,2,8176,41,8135,1514,4878,80,14
1kmN2442E4649,27,97,218,2620,73,2547,405,1007,196,107,17517,253,17264,2224,8733,876,619
1kmN2442E4693,22,61,166,1692,113,1579,101,231,359,64,9387,404,8983,683,1697,2072,226
1kmN2442E4708,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2442E4715,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2442E4764,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2442E4765,25,94,245,16024,658,15366,368,900,937,59,24419,1175,23244,646,1837,1562,65
1kmN2442E4766,8,17,40,1957,38,1919,58,151,146,13,3668,57,3611,109,326,302,13
1kmN2442E4767,12,33,74,2050,13,2037,45,194,255,21,3703,23,3680,95,497,418,31
1kmN2442E4768,2,4,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2443E4612,2,8,22,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2443E4613,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2443E4614,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2443E4619,9,16,36,500,30,470,62,108,168,28,2804,93,2711,356,987,710,115
1kmN2443E4625,4,17,34,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2443E4626,34,124,254,1101,11,1090,137,720,6,12,10263,31,10232,1018,7209,56,60
1kmN2443E4627,1,7,20,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2443E4630,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2443E4631,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2443E4632,9,20,49,450,0,450,69,284,4,0,4467,0,4467,490,3111,48,0
1kmN2443E4635,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2443E4637,5,7,16,146,1,145,43,87,0,0,1512,1,1511,395,941,0,0
1kmN2443E4638,13,25,65,536,0,536,81,349,2,2,5309,0,5309,515,3942,14,14
1kmN2443E4640,3,4,10,97,0,97,22,36,9,3,843,0,843,150,445,43,21
1kmN2443E4641,11,21,51,488,3,485,79,296,7,0,4335,11,4324,575,2910,81,0
1kmN2443E4643,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2443E4647,7,18,61,601,19,582,53,259,67,7,4283,80,4203,324,2263,354,24
1kmN2443E4648,5,14,26,242,4,238,11,130,11,0,1986,12,1974,69,1269,69,0
1kmN2443E4692,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2443E4693,14,25,58,549,18,531,44,84,130,32,3019,62,2957,228,693,665,129
1kmN2443E4707,501,998,2894,44988,1124,43864,2589,10394,4487,918,192643,3506,189137,8765,62224,15114,3580
1kmN2443E4708,15,28,78,1644,37,1607,88,273,170,36,5876,146,5730,239,1336,540,140
1kmN2443E4764,2,2,7,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2443E4765,10,30,72,3162,40,3122,70,249,464,34,4887,65,4822,125,484,742,45
1kmN2443E4766,18,665,1926,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2443E4767,8,11,36,998,37,961,16,99,115,0,1903,197,1706,33,199,177,0
1kmN2443E4768,7,20,57,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2443E4769,7,15,44,1793,16,1777,46,148,174,1,2726,24,2702,72,241,287,1
1kmN2443E4770,2,5,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2444E4611,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2444E4612,2,37,112,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2444E4613,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2444E4619,87,802,2249,46239,1804,44435,5626,12181,7406,11525,287683,5716,281967,33734,104357,37267,69025
1kmN2444E4626,2,6,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2444E4629,2,7,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2444E4642,3,4,10,120,0,120,29,71,0,1,1020,0,1020,176,735,0,7
1kmN2444E4644,6,11,27,141,8,133,8,90,12,4,1242,36,1206,77,780,144,40
1kmN2444E4647,12,22,70,585,2,583,118,419,2,0,5503,14,5489,961,4215,12,0
1kmN2444E4648,3,6,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2444E4685,28,94,231,2584,120,2464,254,449,177,855,18277,803,17474,1791,3461,1220,5878
1kmN2444E4686,106,267,709,8304,552,7752,797,1627,1196,1570,55767,3406,52361,4310,14250,6894,9891
1kmN2444E4707,4,4,11,106,0,106,6,65,2,11,870,0,870,28,650,6,53
1kmN2444E4711,2,4,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2444E4727,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2444E4755,2,4,16,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2444E4766,7,17,37,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2444E4767,11,51,128,5725,109,5616,316,745,482,30,8842,157,8685,570,1238,825,43
1kmN2444E4768,8,13,33,2076,85,1991,48,144,179,32,3557,138,3419,60,378,318,65
1kmN2445E4611,1,770,2310,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2445E4612,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2445E4613,2,5,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2445E4614,2,5,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2445E4627,11,31,65,681,10,671,74,357,6,20,5975,19,5956,513,3606,20,73
1kmN2445E4628,8,20,45,420,0,420,49,234,33,2,3713,0,3713,399,2344,209,14
1kmN2445E4629,6,14,41,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2445E4632,5,9,24,228,0,228,53,93,7,0,1976,0,1976,353,951,56,0
1kmN2445E4641,19,36,110,843,0,843,47,633,12,0,8539,0,8539,406,6818,94,0
1kmN2445E4643,1,6,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2445E4648,34,394,1171,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2445E4680,7,8,26,276,12,264,40,116,42,3,1915,68,1847,194,976,292,12
